name,pronouns,email,cohort,ability,graduated,dropped_out,courses_completed,has_allergy
Amina Kamara (she/her),she/her,akamara@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.56,True,False,5,False
Juan Gonzales (he/him),he/him,jgonzales@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.8,False,True,1,False
Sana Ahmed (she/her),she/her,sahmed@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.79,False,True,1,False
Lukas Olsen (he/him),he/him,lolsen@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.37,False,False,5,False
Xiaoming Li (he/him),he/him,xli@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.85,True,False,5,False
Diana Silva (she/her),she/her,dsilva@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.64,True,False,5,False
Emilie Nguyen (she/her),she/her,enguyen@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.75,True,False,5,False
Mehmet Yilmaz (he/him),he/him,myilmaz@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.34,False,True,2,False
Nina Patel (she/her),she/her,npatel@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.32,False,True,1,False
Alejandro Gomez (he/him),he/him,agomez@kankaanpaavakoulukoollisopaivakoti.school.com,1,0.7,True,False,5,False
Aisha Khan (she/her),she/her,aishakhan@kankaanpaavakouluofpivakoti.school.com,1,0.39,False,False,5,False
Luis González (he/him),he/him,luisgonzalez@kankaanpaavakouluofpivakoti.school.com,1,0.58,False,True,0,False
Yara El-Zein (she/her),she/her,yaraelzein@kankaanpaavakouluofpivakoti.school.com,1,0.77,False,True,1,False
Leonardo Santos (he/him),he/him,leonardosantos@kankaanpaavakouluofpivakoti.school.com,1,0.54,True,False,5,False
Emma Lee (she/her),she/her,emmalee@kankaanpaavakouluofpivakoti.school.com,1,0.52,False,True,0,False
Hiroshi Takahashi (he/him),he/him,hiroshitakahashi@kankaanpaavakouluofpivakoti.school.com,1,0.65,True,False,5,False
Zara Patel (she/her),she/her,zarapatel@kankaanpaavakouluofpivakoti.school.com,1,0.85,True,False,5,False
Omar Ali (he/him),he/him,omarali@kankaanpaavakouluofpivakoti.school.com,1,0.34,False,True,1,False
Sofia Rodríguez (she/her),she/her,sofiarodriguez@kankaanpaavakouluofpivakoti.school.com,1,0.37,False,False,3,False
Noah Liu (he/him),he/him,noahliu@kankaanpaavakouluofpivakoti.school.com,1,0.39,False,False,5,False
Aisha Kumar (she/her),she/her,aisha.kumar@kankaanpaaschoolofpaivakoti.school.com,2,0.75,False,True,5,False
Mateo Gonzalez (he/him),he/him,mateo.gonzalez@kankaanpaaschoolofpaivakoti.school.com,2,0.6,False,True,2,False
Sara Lee (she/her),she/her,sara.lee@kankaanpaaschoolofpaivakoti.school.com,2,0.51,False,True,3,False
Lukas Olsen (he/him),he/him,lukas.olsen@kankaanpaaschoolofpaivakoti.school.com,2,0.66,True,False,5,False
Yara Nazari (they/them),they/them,yara.nazari@kankaanpaaschoolofpaivakoti.school.com,2,0.65,True,False,5,False
Emilie Nguyen (she/her),she/her,emilie.nguyen@kankaanpaaschoolofpaivakoti.school.com,2,0.71,True,False,5,False
Noah Kim (he/him),he/him,noah.kim@kankaanpaaschoolofpaivakoti.school.com,2,0.48,False,True,0,False
Leila Benjamin (she/her),she/her,leila.benjamin@kankaanpaaschoolofpaivakoti.school.com,2,0.67,True,False,5,False
Lucas Mendes (he/him),he/him,lucas.mendes@kankaanpaaschoolofpaivakoti.school.com,2,0.7,True,False,5,False
Zara Patel (she/her),she/her,zara.patel@kankaanpaaschoolofpaivakoti.school.com,2,0.53,True,False,5,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaavakoulunpäiväkoti.school.com,2,0.85,True,False,5,False
Sofia Lee (she/her),she/her,sofia.lee@kankaanpaavakoulunpäiväkoti.school.com,2,0.56,True,False,5,False
Taro Yamada (he/him),he/him,taro.yamada@kankaanpaavakoulunpäiväkoti.school.com,2,0.77,False,True,1,False
Isabella Garcia (she/her),she/her,isabella.garcia@kankaanpaavakoulunpäiväkoti.school.com,2,0.55,True,False,5,False
Elias Olufemi (he/him),he/him,elias.olufemi@kankaanpaavakoulunpäiväkoti.school.com,2,0.81,False,True,0,False
Zara Al-Khalili (she/her),she/her,zara.al-khalili@kankaanpaavakoulunpäiväkoti.school.com,2,0.31,False,False,3,False
Mohammad Hussain (he/him),he/him,mohammad.hussain@kankaanpaavakoulunpäiväkoti.school.com,2,0.81,True,False,5,False
Maria Perez (she/her),she/her,maria.perez@kankaanpaavakoulunpäiväkoti.school.com,2,0.42,False,True,1,False
Aaron Liao (he/him),he/him,aaron.liao@kankaanpaavakoulunpäiväkoti.school.com,2,0.3,False,True,1,False
Fatima Benzakour (she/her),she/her,fatima.benzakour@kankaanpaavakoulunpäiväkoti.school.com,2,0.79,True,False,5,False
Aisha Khan (she/her),she/her,aisha.khan@kankaanpaaschoolofpaivakoti.com,2,0.79,True,False,5,False
Lena Perez (she/her),she/her,lena.perez@kankaanpaaschoolofpaivakoti.com,2,0.84,True,False,5,False
Maxim Lee (he/him),he/him,maxim.lee@kankaanpaaschoolofpaivakoti.com,2,0.51,False,True,3,False
Sofia Olufemi (she/her),she/her,sofia.olufemi@kankaanpaaschoolofpaivakoti.com,2,0.56,False,True,1,False
Oliver Nguyen (he/him),he/him,oliver.nguyen@kankaanpaaschoolofpaivakoti.com,2,0.64,False,True,3,False
Yara Gomez (she/her),she/her,yara.gomez@kankaanpaaschoolofpaivakoti.com,2,0.72,True,False,5,False
Noa Choi (she/her),she/her,noa.choi@kankaanpaaschoolofpaivakoti.com,2,0.46,False,False,5,False
Aaron Zhang (he/him),he/him,aaron.zhang@kankaanpaaschoolofpaivakoti.com,2,0.62,True,False,5,False
Amelia Dias (she/her),she/her,amelia.dias@kankaanpaaschoolofpaivakoti.com,2,0.8,True,False,5,False
Ethan Patel (he/him),he/him,ethan.patel@kankaanpaaschoolofpaivakoti.com,2,0.52,True,False,5,False
Amina Kamara (she/her),she/her,amina.kamara@kankaanpaaschoolofpavikoti.com,2,0.46,False,True,2,False
Juan Rodriguez (he/him),he/him,juan.rodriguez@kankaanpaaschoolofpavikoti.com,2,0.67,True,False,5,False
Yuna Nguyen (she/her),she/her,yuna.nguyen@kankaanpaaschoolofpavikoti.com,2,0.35,False,True,1,False
Ibrahim Oluwatomiwa (he/him),he/him,ibrahim.oluwatomiwa@kankaanpaaschoolofpavikoti.com,2,0.53,True,False,5,False
Sara Kim (she/her),she/her,sara.kim@kankaanpaaschoolofpavikoti.com,2,0.34,False,True,0,False
Nabil El-Assaad (he/him),he/him,nabil.el-assaad@kankaanpaaschoolofpavikoti.com,2,0.45,False,False,5,False
Leila Al-Jabri (she/her),she/her,leila.al-jabri@kankaanpaaschoolofpavikoti.com,2,0.45,False,True,2,False
Ryota Sato (he/him),he/him,ryota.sato@kankaanpaaschoolofpavikoti.com,2,0.58,False,True,3,False
Meenakshi Kumar (she/her),she/her,meenakshi.kumar@kankaanpaaschoolofpavikoti.com,2,0.3,False,False,3,False
Oliver Mendes (he/him),he/him,oliver.mendes@kankaanpaaschoolofpavikoti.com,2,0.74,True,False,5,False
Aisha Kumar (she/her),she/her,aisha.kumar@kankaanpaaschoolofpavikoti.com,2,0.68,False,True,0,False
Liam Zhang (he/him),he/him,liam.zhang@kankaanpaaschoolofpavikoti.com,2,0.59,True,False,5,False
Sofia Lopez (she/her),she/her,sofia.lopez@kankaanpaaschoolofpavikoti.com,2,0.55,True,False,5,False
Noah Nguyen (he/him),he/him,noah.nguyen@kankaanpaaschoolofpavikoti.com,2,0.64,False,True,1,False
Zara Patel (she/her),she/her,zara.patel@kankaanpaaschoolofpavikoti.com,2,0.51,False,True,0,False
Elias Park (he/him),he/him,elias.park@kankaanpaaschoolofpavikoti.com,2,0.85,True,False,5,False
Leila Mohammed (she/her),she/her,leila.mohammed@kankaanpaaschoolofpavikoti.com,2,0.37,False,True,1,False
Lukas Rodriguez (he/him),he/him,lukas.rodriguez@kankaanpaaschoolofpavikoti.com,2,0.46,False,True,4,False
Mia Li (she/her),she/her,mia.li@kankaanpaaschoolofpavikoti.com,2,0.65,True,False,5,False
Oliver Diaz (he/him),he/him,oliver.diaz@kankaanpaaschoolofpavikoti.com,2,0.56,True,False,5,False
Aisha Patel (she/her),she/her,aisha.patel@kankaanpaaschoolofpaivakoti.school.com,3,0.56,True,False,5,False
Lukas Olsen (he/him),he/him,lukas.olsen@kankaanpaaschoolofpaivakoti.school.com,3,0.84,False,True,0,False
Sofia Gonzalez (she/her),she/her,sofia.gonzalez@kankaanpaaschoolofpaivakoti.school.com,3,0.5,False,False,5,False
Taro Yamada (he/him),he/him,taro.yamada@kankaanpaaschoolofpaivakoti.school.com,3,0.82,False,True,0,False
Zara Ali (she/her),she/her,zara.ali@kankaanpaaschoolofpaivakoti.school.com,3,0.84,True,False,5,False
Elias Lopez (he/him),he/him,elias.lopez@kankaanpaaschoolofpaivakoti.school.com,3,0.45,False,True,2,False
Leila Mohammadi (she/her),she/her,leila.mohammadi@kankaanpaaschoolofpaivakoti.school.com,3,0.74,True,False,5,False
Oskar Jansson (he/him),he/him,oskar.jansson@kankaanpaaschoolofpaivakoti.school.com,3,0.46,False,True,2,False
Yara El-Said (she/her),she/her,yara.el-said@kankaanpaaschoolofpaivakoti.school.com,3,0.75,True,False,5,False
Thiago Silva (he/him),he/him,thiago.silva@kankaanpaaschoolofpaivakoti.school.com,3,0.5,False,True,0,False
Aisha Khan (she/her),she/her,aisha.khan@kankaanpaaschoolofpaivakoti.school.com,3,0.51,False,True,4,False
Luis Gonzales (he/him),he/him,luis.gonzales@kankaanpaaschoolofpaivakoti.school.com,3,0.35,False,False,3,False
Yuna Nakamura (she/her),she/her,yuna.nakamura@kankaanpaaschoolofpaivakoti.school.com,3,0.48,False,True,2,False
Omar El-Said (he/him),he/him,omar.el-said@kankaanpaaschoolofpaivakoti.school.com,3,0.69,False,True,2,False
Fatima Hassan (she/her),she/her,fatima.hassan@kankaanpaaschoolofpaivakoti.school.com,3,0.31,False,True,2,False
Zara Patel (she/her),she/her,zara.patel@kankaanpaaschoolofpaivakoti.school.com,3,0.72,False,True,4,False
Lukas Schmidt (he/him),he/him,lukas.schmidt@kankaanpaaschoolofpaivakoti.school.com,3,0.32,False,False,2,False
Sofia Ocampo (she/her),she/her,sofia.ocampo@kankaanpaaschoolofpaivakoti.school.com,3,0.56,False,False,5,False
Ivan Ivanov (he/him),he/him,ivan.ivanov@kankaanpaaschoolofpaivakoti.school.com,3,0.52,True,False,5,False
Nina Nguyen (she/her),she/her,nina.nguyen@kankaanpaaschoolofpaivakoti.school.com,3,0.5,False,False,5,False
Aisha Khan (she/her),she/her,aishakhan@kankaanpaavalaschoolofpavikoti.school.com,3,0.4,False,True,2,False
Luis Garcia (he/him),he/him,luisgarcia@kankaanpaavalaschoolofpavikoti.school.com,3,0.52,False,True,3,False
Yuna Ng (she/her),she/her,yunang@kankaanpaavalaschoolofpavikoti.school.com,3,0.64,False,True,5,False
Taro Sato (he/him),he/him,tarosato@kankaanpaavalaschoolofpavikoti.school.com,3,0.55,True,False,5,False
Sofia Olsen (she/her),she/her,sofiaolsen@kankaanpaavalaschoolofpavikoti.school.com,3,0.41,False,False,5,False
Ali Abdullah (he/him),he/him,aliamdullah@kankaanpaavalaschoolofpavikoti.school.com,3,0.59,True,False,5,False
Sanaa El-Khalili (she/her),she/her,sanaaelkhalili@kankaanpaavalaschoolofpavikoti.school.com,3,0.5,False,True,2,False
Jaime González (he/him),he/him,jaimegonzalez@kankaanpaavalaschoolofpavikoti.school.com,3,0.85,False,True,2,False
Sophia Zhang (she/her),she/her,sophiazhang@kankaanpaavalaschoolofpavikoti.school.com,3,0.77,True,False,5,False
Leonardo Santos (he/him),he/him,leonardosantos@kankaanpaavalaschoolofpavikoti.school.com,3,0.62,False,True,1,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaavakouluofpivakoti.school.com,3,0.37,False,False,4,False
Luis Gonzalez (he/him),he/him,luis.gonzalez@kankaanpaavakouluofpivakoti.school.com,3,0.49,False,True,2,False
Sofia Li (she/her),she/her,sofia.li@kankaanpaavakouluofpivakoti.school.com,3,0.72,True,False,5,False
Taro Yamada (he/him),he/him,taro.yamada@kankaanpaavakouluofpivakoti.school.com,3,0.64,True,False,5,False
Fatima Mohammed (she/her),she/her,fatima.mohammed@kankaanpaavakouluofpivakoti.school.com,3,0.5,False,True,3,False
Maximilian Schmidt (he/him),he/him,maximilian.schmidt@kankaanpaavakouluofpivakoti.school.com,3,0.46,False,False,5,False
Ana Dos Santos (she/her),she/her,ana.dossantos@kankaanpaavakouluofpivakoti.school.com,3,0.85,True,False,5,False
Mohammed Al-Hassan (he/him),he/him,mohammed.alhassan@kankaanpaavakouluofpivakoti.school.com,3,0.67,True,False,5,False
Josephine Ngwenya (she/her),she/her,josephine.ngwenya@kankaanpaavakouluofpivakoti.school.com,3,0.38,False,True,2,False
Zeynep Kaya (she/her),she/her,zeynep.kaya@kankaanpaavakouluofpivakoti.school.com,3,0.68,False,True,2,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaavakouluofpivaikoti.school.com,3,0.5,True,False,5,False
Lukas Ocampo (he/him),he/him,lukas.ocampo@kankaanpaavakouluofpivaikoti.school.com,3,0.44,True,False,5,False
Sofia Lee (she/her),she/her,sofia.lee@kankaanpaavakouluofpivaikoti.school.com,3,0.6,False,True,2,False
Ramy Nguyen (he/him),he/him,ramy.nguyen@kankaanpaavakouluofpivaikoti.school.com,3,0.84,True,False,5,False
Yara Gómez (she/her),she/her,yara.gomez@kankaanpaavakouluofpivaikoti.school.com,3,0.72,True,False,5,False
Ibrahim Mohammad (he/him),he/him,ibrahim.mohammad@kankaanpaavakouluofpivaikoti.school.com,3,0.56,True,False,5,False
Emilia Park (she/her),she/her,emilia.park@kankaanpaavakouluofpivaikoti.school.com,3,0.41,False,True,3,False
Leo Díaz (he/him),he/him,leo.diaz@kankaanpaavakouluofpivaikoti.school.com,3,0.83,False,True,1,False
Zara Patel (she/her),she/her,zara.patel@kankaanpaavakouluofpivaikoti.school.com,3,0.55,False,False,5,False
Ahmed Hassan (he/him),he/him,ahmed.hassan@kankaanpaavakouluofpivaikoti.school.com,3,0.32,False,True,2,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaaschoolofpaivakoti.com,4,0.14,False,True,0,False
Juan Gonzales (he/him),he/him,juan.gonzales@kankaanpaaschoolofpaivakoti.com,4,0.28,False,False,2,False
Yara El-Sharkawi (she/her),she/her,yara.el-sharkawi@kankaanpaaschoolofpaivakoti.com,4,0.19,False,True,1,False
Lukas Olsen (he/him),he/him,lukas.olsen@kankaanpaaschoolofpaivakoti.com,4,0.33,False,True,1,False
Mei Li (she/her),she/her,mei.li@kankaanpaaschoolofpaivakoti.com,4,0.37,False,True,2,False
Sofia Diaz (she/her),she/her,sofia.diaz@kankaanpaaschoolofpaivakoti.com,4,0.18,False,False,1,False
Nicolas Tanaka (he/him),he/him,nicolas.tanaka@kankaanpaaschoolofpaivakoti.com,4,0.24,False,True,1,False
Zainab Patel (she/her),she/her,zainab.patel@kankaanpaaschoolofpaivakoti.com,4,0.23,False,False,2,False
Oliver Lee (he/him),he/him,oliver.lee@kankaanpaaschoolofpaivakoti.com,4,0.36,False,False,3,False
Emma Wu (she/her),she/her,emma.wu@kankaanpaaschoolofpaivakoti.com,4,0.19,False,False,1,False
Aisha Kumar (she/her),she/her,aishakumar@kankaanpaaschoolofpaivakoti.school.com,4,0.32,False,True,0,False
Lena Perez (she/her),she/her,lenaperez@kankaanpaaschoolofpaivakoti.school.com,4,0.39,False,False,3,False
Oliver Lee (he/him),he/him,oliverlee@kankaanpaaschoolofpaivakoti.school.com,4,0.3,False,True,0,False
Emma Nguyen (she/her),she/her,emmanguyen@kankaanpaaschoolofpaivakoti.school.com,4,0.22,False,False,2,False
Maximilian Mendez (he/him),he/him,maximilianmendez@kankaanpaaschoolofpaivakoti.school.com,4,0.25,False,True,0,False
Maya Watson (she/her),she/her,mayawatson@kankaanpaaschoolofpaivakoti.school.com,4,0.3,False,False,2,False
Ismail Patel (he/him),he/him,ismailpatel@kankaanpaaschoolofpaivakoti.school.com,4,0.12,False,False,1,False
Yara Li (she/her),she/her,yarali@kankaanpaaschoolofpaivakoti.school.com,4,0.29,False,True,2,False
Noah Diaz (he/him),he/him,noahdiaz@kankaanpaaschoolofpaivakoti.school.com,4,0.4,False,False,3,False
Sophia Park (she/her),she/her,sophiapark@kankaanpaaschoolofpaivakoti.school.com,4,0.22,False,True,0,False
Aisha Kamal (she/her),she/her,aisha.kamal@kankaanpaaschoolofpaivakoti.com,4,0.31,False,False,2,False
Liam Gómez (he/him),he/him,liam.gomez@kankaanpaaschoolofpaivakoti.com,4,0.3,False,True,1,True
Sofia Lee (she/her),she/her,sofia.lee@kankaanpaaschoolofpaivakoti.com,4,0.17,False,False,1,False
Oliver Zhang (he/him),he/him,oliver.zhang@kankaanpaaschoolofpaivakoti.com,4,0.18,False,True,1,True
Emma Nakamura (she/her),she/her,emma.nakamura@kankaanpaaschoolofpaivakoti.com,4,0.23,False,True,1,False
Ethan Patel (he/him),he/him,ethan.patel@kankaanpaaschoolofpaivakoti.com,4,0.28,False,False,2,True
Lena Rodriguez (she/her),she/her,lena.rodriguez@kankaanpaaschoolofpaivakoti.com,4,0.31,False,True,1,False
Noah Lee (he/him),he/him,noah.lee@kankaanpaaschoolofpaivakoti.com,4,0.31,False,False,2,True
Sophia Wu (she/her),she/her,sophia.wu@kankaanpaaschoolofpaivakoti.com,4,0.34,False,False,2,True
Benjamin Diaz (he/him),he/him,benjamin.diaz@kankaanpaaschoolofpaivakoti.com,4,0.3,False,True,1,False
Aisha Kamara (she/her),she/her,aisha.kamara@kankaanpaaschoolofpaivakoti.com,4,0.39,False,False,3,False
Sofia Lee (she/her),she/her,sofia.lee@kankaanpaaschoolofpaivakoti.com,4,0.18,False,True,1,False
Ahmed Rashid (he/him),he/him,ahmed.rashid@kankaanpaaschoolofpaivakoti.com,4,0.38,False,True,1,False
Lila Zhao (she/her),she/her,lila.zhao@kankaanpaaschoolofpaivakoti.com,4,0.11,False,True,0,False
Mateo Sánchez (he/him),he/him,mateo.sanchez@kankaanpaaschoolofpaivakoti.com,4,0.15,False,False,1,False
Yara El-Khatib (she/her),she/her,yara.el-khatib@kankaanpaaschoolofpaivakoti.com,4,0.34,False,True,1,False
Elias Olsson (he/him),he/him,elias.olsson@kankaanpaaschoolofpaivakoti.com,4,0.32,False,False,3,False
Maya Li (she/her),she/her,maya.li@kankaanpaaschoolofpaivakoti.com,4,0.16,False,False,1,False
Oliver Adebayo (he/him),he/him,oliver.adebayo@kankaanpaaschoolofpaivakoti.com,4,0.17,False,True,1,False
Zoe Park (she/her),she/her,zoe.park@kankaanpaaschoolofpaivakoti.com,4,0.32,False,True,0,False
Aisha Khan (she/her),she/her,aisha.khan@kankaanpaaschoolofpaivakoti.school.com,4,0.31,False,True,1,False
Lukas Schmidt (he/him),he/him,lukas.schmidt@kankaanpaaschoolofpaivakoti.school.com,4,0.21,False,True,0,False
Sara Perez (she/her),she/her,sara.perez@kankaanpaaschoolofpaivakoti.school.com,4,0.15,False,False,1,False
Toshi Tanaka (he/him),he/him,toshi.tanaka@kankaanpaaschoolofpaivakoti.school.com,4,0.28,False,True,2,False
Zara Ahmed (she/her),she/her,zara.ahmed@kankaanpaaschoolofpaivakoti.school.com,4,0.35,False,True,1,False
Max Larsen (he/him),he/him,max.larsen@kankaanpaaschoolofpaivakoti.school.com,4,0.16,False,True,1,False
Yara Gómez (she/her),she/her,yara.gomez@kankaanpaaschoolofpaivakoti.school.com,4,0.26,False,False,2,False
Tim Nguyen (he/him),he/him,tim.nguyen@kankaanpaaschoolofpaivakoti.school.com,4,0.13,False,True,0,False
Leila El-Hajj (she/her),she/her,leila.el-hajj@kankaanpaaschoolofpaivakoti.school.com,4,0.36,False,True,0,False
Noah Li (he/him),he/him,noah.li@kankaanpaaschoolofpaivakoti.school.com,4,0.26,False,True,0,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaaschoolofpaivakoti.com,5,0.66,True,False,5,False
Lila Lee (she/her),she/her,lila.lee@kankaanpaaschoolofpaivakoti.com,5,0.72,False,True,3,True
Hector García (he/him),he/him,hector.garcia@kankaanpaaschoolofpaivakoti.com,5,0.71,True,False,5,False
Yara Silva (she/her),she/her,yara.silva@kankaanpaaschoolofpaivakoti.com,5,0.74,False,True,1,True
Yoann Nguyen (he/him),he/him,yoann.nguyen@kankaanpaaschoolofpaivakoti.com,5,0.42,False,True,1,False
Mia Park (she/her),she/her,mia.park@kankaanpaaschoolofpaivakoti.com,5,0.71,False,True,3,False
Kai Patel (he/him),he/him,kai.patel@kankaanpaaschoolofpaivakoti.com,5,0.67,False,True,2,False
Aya Matsumoto (she/her),she/her,aya.matsumoto@kankaanpaaschoolofpaivakoti.com,5,0.81,False,True,3,False
Oliver Rodriguez (he/him),he/him,oliver.rodriguez@kankaanpaaschoolofpaivakoti.com,5,0.55,False,False,5,False
Zara Wang (she/her),she/her,zara.wang@kankaanpaaschoolofpaivakoti.com,5,0.4,False,False,3,False
Amina Kamara (she/her),she/her,amina.kamara@kankaanpaaschoolofpaivakoti.school.com,5,0.61,True,False,5,False
Taro Yamada (he/him),he/him,taro.yamada@kankaanpaaschoolofpaivakoti.school.com,5,0.46,False,False,4,False
Sofia Guzman (she/her),she/her,sofia.guzman@kankaanpaaschoolofpaivakoti.school.com,5,0.64,True,False,5,False
Olukayode Adebayo (he/him),he/him,olukayode.adebayo@kankaanpaaschoolofpaivakoti.school.com,5,0.37,False,True,1,False
Rania Al-Hamad (she/her),she/her,rania.al-hamad@kankaanpaaschoolofpaivakoti.school.com,5,0.45,False,True,0,False
Rafael Sanchez (he/him),he/him,rafael.sanchez@kankaanpaaschoolofpaivakoti.school.com,5,0.54,False,False,5,False
Emily Lee (she/her),she/her,emily.lee@kankaanpaaschoolofpaivakoti.school.com,5,0.42,False,True,1,False
Ehsan Nouri (he/him),he/him,ehsan.nouri@kankaanpaaschoolofpaivakoti.school.com,5,0.85,True,False,5,False
Isabella Silva (she/her),she/her,isabella.silva@kankaanpaaschoolofpaivakoti.school.com,5,0.41,False,False,3,False
Yusuf Omar (he/him),he/him,yusuf.omar@kankaanpaaschoolofpaivakoti.school.com,5,0.83,False,True,1,False
Aisha Khan (she/her),she/her,aisha.khan@kankaanpaaschoolofpaivakoti.school.com,5,0.76,False,True,2,False
Léon Duval (he/him),he/him,leon.duval@kankaanpaaschoolofpaivakoti.school.com,5,0.8,True,False,5,False
Yara Gómez (she/her),she/her,yara.gomez@kankaanpaaschoolofpaivakoti.school.com,5,0.52,False,False,4,False
Oliver Nguyen (he/him),he/him,oliver.nguyen@kankaanpaaschoolofpaivakoti.school.com,5,0.78,True,False,5,False
Sofia Perez (she/her),she/her,sofia.perez@kankaanpaaschoolofpaivakoti.school.com,5,0.67,False,True,3,False
Rami El-Masri (he/him),he/him,rami.elmasri@kankaanpaaschoolofpaivakoti.school.com,5,0.48,False,True,1,False
Ana Santos (she/her),she/her,ana.santos@kankaanpaaschoolofpaivakoti.school.com,5,0.84,False,True,1,False
Joonas Tuomainen (he/him),he/him,joonas.tuomainen@kankaanpaaschoolofpaivakoti.school.com,5,0.43,False,True,2,False
Zara Kumar (she/her),she/her,zara.kumar@kankaanpaaschoolofpaivakoti.school.com,5,0.8,False,True,0,False
Linus Olufemi (he/him),he/him,linus.olufemi@kankaanpaaschoolofpaivakoti.school.com,5,0.54,False,False,5,False
Aya Saito (she/her),she/her,aya.saito@kankaanpaavakouluofpivakoti.school.com,5,0.75,True,False,5,False
Omar El-Khouri (he/him),he/him,omar.el-khouri@kankaanpaavakouluofpivakoti.school.com,5,0.49,False,True,0,False
Isabella García (she/her),she/her,isabella.garcia@kankaanpaavakouluofpivakoti.school.com,5,0.68,False,True,4,False
Lena Zhang (she/her),she/her,lena.zhang@kankaanpaavakouluofpivakoti.school.com,5,0.8,False,True,3,False
