name,pronouns,email,cohort,ability,graduated,dropped_out,courses_completed,has_allergy
Mohammed Hassan (he/him),he/him,mohammed.hassan@helsinkischooloftyrechanging.com,3,0.64,True,False,2,False
Hana Al-Khalili (she/her),she/her,hana.al-khalili@helsinkischooloftyrechanging.com,3,0.36,True,False,2,False
Leon Li (he/him),he/him,leon.li@helsinkischooloftyrechanging.com,3,0.79,True,False,2,False
Mia Nielsen (she/her),she/her,mia.nielsen@helsinkischooloftyrechanging.com,3,0.45,False,True,0,False
Sami Korhonen (he/him),he/him,sami.korhonen@helsinkischooloftyrechanging.school.com,3,0.31,True,False,2,False
Amina Omer (she/her),she/her,amina.omer@helsinkischooloftyrechanging.school.com,3,0.37,True,False,2,False
Lena Park (she/her),she/her,lena.park@helsinkischooloftyrechanging.school.com,3,0.79,True,False,2,False
Ricardo Santos (he/him),he/him,ricardo.santos@helsinkischooloftyrechanging.school.com,3,0.31,False,True,0,False
Xiao Li (she/her),she/her,xiao.li@helsinkischooloftyrechanging.school.com,3,0.58,True,False,2,False
Mehmet Yilmaz (he/him),he/him,mehmet.yilmaz@helsinkischooloftyrechanging.school.com,3,0.77,True,False,2,False
Zara Patel (she/her),she/her,zara.patel@helsinkischooloftyrechanging.school.com,3,0.89,True,False,2,False
Tiago Souza (he/him),he/him,tiago.souza@helsinkischooloftyrechanging.school.com,3,0.9,True,False,2,False
Yara Al-Khateeb (she/her),she/her,yara.al-khateeb@helsinkischooloftyrechanging.school.com,3,0.87,True,False,2,False
Mohammad Hassan (he/him),he/him,mohammad.hassan@helsinkischooloftyrechanging.school.com,3,0.88,True,False,2,False
Aksel Nielsen (he/him),he/him,aksel.nielsen@helsinkischooloftyrechanging.com,3,0.47,True,False,2,False
Mehwish Ahmed (she/her),she/her,mehwish.ahmed@helsinkischooloftyrechanging.com,3,0.7,True,False,2,False
Kai Lee (they/them),they/them,kai.lee@helsinkischooloftyrechanging.com,3,0.63,True,False,2,False
Sara Khan (she/her),she/her,sara.khan@helsinkischooloftyrechanging.com,3,0.42,False,True,1,False
Sven Olsson (he/him),he/him,sven.olsson@helsinkischooloftyrechanging.com,3,0.88,True,False,2,False
Yara Al-Said (she/her),she/her,yara.al-said@helsinkischooloftyrechanging.com,3,0.65,True,False,2,False
Jonas Hansen (he/him),he/him,jonas.hansen@helsinkischooloftyrechanging.com,3,0.58,False,True,2,False
Sofia Gonzales (she/her),she/her,sofia.gonzales@helsinkischooloftyrechanging.com,3,0.5,False,True,2,False
Lukas Zhang (he/him),he/him,lukas.zhang@helsinkischooloftyrechanging.com,3,0.71,True,False,2,False
Aisha Patel (she/her),she/her,aisha.patel@helsinkischooloftyrechanging.com,3,0.32,True,False,2,False
Emma Karlsson (she/her),she/her,emma.karlsson@helsinkischooloftyrechanging.school.com,4,0.49,False,False,2,False
Raman Sharma (he/him),he/him,raman.sharma@helsinkischooloftyrechanging.school.com,4,0.8,True,False,2,False
Aina Jakobsdotter (she/her),she/her,aina.jakobsdotter@helsinkischooloftyrechanging.school.com,4,0.7,True,False,2,False
Felipe Gonzalez (he/him),he/him,felipe.gonzalez@helsinkischooloftyrechanging.school.com,4,0.43,False,False,2,False
Yusuf Ali (he/him),he/him,yusuf.ali@helsinkischooloftyrechanging.school.com,4,0.39,False,False,2,False
Xiaoqing Zhang (she/her),she/her,xiaoqing.zhang@helsinkischooloftyrechanging.school.com,4,0.82,True,False,2,False
Hannah Ahmed (she/her),she/her,hannah.ahmed@helsinkischooloftyrechanging.school.com,4,0.67,True,False,2,False
Ivan Petrov (he/him),he/him,ivan.petrov@helsinkischooloftyrechanging.school.com,4,0.73,True,False,2,False
Leyla Sarioglu (she/her),she/her,leyla.sarioglu@helsinkischooloftyrechanging.school.com,4,0.32,False,False,2,False
Taro Mizuno (he/him),he/him,taro.mizuno@helsinkischooloftyrechanging.school.com,4,0.81,True,False,2,False
Sara Karttunen (she/her),she/her,sara.karttunen@helsinkischooloftyrechanging.school.com,4,0.88,True,False,2,False
Ismail El-Husseini (he/him),he/him,ismail.el-husseini@helsinkischooloftyrechanging.school.com,4,0.35,False,False,2,False
Yuna Nakano (she/her),she/her,yuna.nakano@helsinkischooloftyrechanging.school.com,4,0.46,False,True,2,False
Julian Schmidt (he/him),he/him,julian.schmidt@helsinkischooloftyrechanging.school.com,4,0.68,False,True,2,False
Amina Diop (she/her),she/her,amina.diop@helsinkischooloftyrechanging.school.com,4,0.79,True,False,2,False
Gustavo Ramirez (he/him),he/him,gustavo.ramirez@helsinkischooloftyrechanging.school.com,4,0.41,False,False,2,False
Hana Matsuda (she/her),she/her,hana.matsuda@helsinkischooloftyrechanging.school.com,4,0.33,False,True,0,False
Omar Akbar (he/him),he/him,omar.akbar@helsinkischooloftyrechanging.school.com,4,0.68,True,False,2,False
Sofia Lopez-Gonzalez (she/her),she/her,sofia.lopez-gonzalez@helsinkischooloftyrechanging.school.com,4,0.63,True,False,2,False
Felix Hansen (he/him),he/him,felix.hansen@helsinkischooloftyrechanging.school.com,4,0.4,False,False,1,False
Sofia Olsen (she/her),she/her,sofia.olsen@helsinkischooloftyrechanging.com,4,0.48,False,False,2,False
Hassan Khan (he/him),he/him,hassan.khan@helsinkischooloftyrechanging.com,4,0.71,True,False,2,False
Yara Al-Jaber (she/her),she/her,yara.al-jaber@helsinkischooloftyrechanging.com,4,0.57,False,False,2,False
Lukas Sakai (he/him),he/him,lukas.sakai@helsinkischooloftyrechanging.com,4,0.87,True,False,2,False
Maria Rodriguez (she/her),she/her,maria.rodriguez@helsinkischooloftyrechanging.com,4,0.34,False,False,2,False
Julian Nguyen (he/him),he/him,julian.nguyen@helsinkischooloftyrechanging.com,4,0.6,True,False,2,False
Amina Ben-Abdallah (she/her),she/her,amina.ben-abdallah@helsinkischooloftyrechanging.com,4,0.39,False,False,2,False
Leonardo Gomez (he/him),he/him,leonardo.gomez@helsinkischooloftyrechanging.com,4,0.9,True,False,2,False
Hana Murakami (she/her),she/her,hana.murakami@helsinkischooloftyrechanging.com,4,0.74,True,False,2,False
Ali Patel (he/him),he/him,ali.patel@helsinkischooloftyrechanging.com,4,0.48,True,False,2,False
